movieId,value
101,Owen Wilson
101,Wes Anderson
102,Chris Matheson (screenwriter)
102,Kerry Ehrin
103,Bill Geddie
104,Adam Sandler
104,Tim Herlihy
105,Richard LaGravenese
107,James V. Hart
107,Jerry Juhl
107,Kirk Thatcher
110,Randall Wallace
111,Paul Schrader
113,Ted Tally
117,Benjamin Ross
117,Jeff Rawle
118,Eric Schaeffer
118,Tony Spiridakis
119,Andrew Davis (director)
122,Barry W. Blaustein
122,David Sheffield
122,Eddie Murphy
126,Jeff Lieberman
129,Bryan Gordon
132,Joe Eszterhas
137,Dirk Shafer
141,Elaine May
144,Edward Burns
145,Doug Richardson
145,George Gallo
145,Jim Mulholland
148,Charles Wood (playwright)
149,Hal Hartley
150,Al Reinert
150,John Sayles
150,William Broyles Jr.
151,Alan Sharp
152,Nicholas St. John (screenwriter)
153,Akiva Goldsman
156,Paul Auster
156,Wayne Wang
157,Michael Moore
158,Deanna Oliver
158,Sherri Stoner
159,Richard Price (writer)
159,Spike Lee
160,John Patrick Shanley
161,Michael Schiffer
161,Richard P. Henrick
163,Robert Rodriguez
164,Carl Franklin
166,Gregg Araki
168,David Hoselton
168,William Nicholson (writer)
169,John Mattson
170,Rafael Moreu
171,Paul Rudnick
172,William Gibson
173,Michael De Luca
173,Steven E. de Souza
173,"William Wisher, Jr."
175,Harmony Korine
176,Tom DiCillo
177,Clive Barker
179,Paula Milne
180,Kevin Smith
183,Anthony Waller
184,Michael Almereyda
185,John Brancato and Michael Ferris
186,Chris Columbus (filmmaker)
187,Daisy von Scherler Mayer
188,Gregory Widen
189,Craig Lucas
190,Todd Haynes
191,Douglas Day Stewart
193,Joe Eszterhas
194,Paul Auster
195,Callie Khouri
196,Dennis Feldman
198,James Cameron
198,Jay Cocks
202,Christopher Hampton
204,Matt Reeves
205,Richard LaGravenese
207,Mark Miller (actor)
207,Robert Mark Kamen
208,David Twohy
209,Desmond Nakano
210,Walter Hill (director)
211,Ronald Harwood
212,Bobby Farrelly
212,Michael Goldberg (screenwriter)
212,Tommy Swerdlow
215,Kim Krizan
215,Richard Linklater
217,Guy Ferland
218,Don Roos
220,Dennis Paoli
220,Stuart Gordon
222,Andrew Davies (writer)
223,Kevin Smith
224,Jeremy Leven
225,Paul Attanasio
227,Guy Manos
227,John Bishop (screenwriter)
227,Peter Barsocchini
229,Ariel Dorfman
229,Rafael Yglesias
230,Tony Gilroy
233,Atom Egoyan
234,Bob Brunner
235,Scott Alexander and Larry Karaszewski
236,Adam Brooks (filmmaker)
237,Babaloo Mandel
237,Billy Crystal
237,Lowell Ganz
239,Brian Pimental
239,Chris Matheson (screenwriter)
239,Jymn Magon
240,Andrew Kevin Walker
240,Neal Jimenez
241,Carlo Carlei
241,James Herbert
243,Dick Chevillat
243,Jay Sommers
243,Leslie Stevens
246,Frederick Marx
246,Steve James (film producer)
247,Fran Walsh
247,Peter Jackson
249,Bernard Rose (director)
251,J. F. Lawton
252,Andy Breckman
252,Michael J. Leeson
254,Ruth Prawer Jhabvala
256,Kevin Wade
257,Jeb Stuart (writer)
257,Peter Stone (writer)
258,Robert L. Levy (film producer)
259,Eleazar Lipsky
259,Richard Price (writer)
261,Robin Swicord
262,Richard LaGravenese
267,Damon Wayans
267,Dean Lorey
270,Leo McCarey
270,Mildred Cram
270,Robert Towne
270,Warren Beatty
271,Naomi Foner Gyllenhaal
272,Alan Bennett
274,James Orr (filmmaker)
274,Richard Jefferies (screenwriter)
275,Delia Ephron
275,Nora Ephron
276,John Mattson
277,George Seaton
277,John Hughes (filmmaker)
277,Valentine Davies
278,David Frankel
279,Anna Thomas
279,Gregory Nava
280,Dan Gordon (screenwriter)
281,Robert Benton
282,Mark Handley
282,William Nicholson (writer)
283,Nick Gomez
287,Alan Jacobs (filmmaker)
289,Diane Drake
290,Riwia Brown
292,Laurence Dworet
292,Robert Roy Pool
294,Robin Swicord
296,Quentin Tarantino
296,Roger Avary
300,Paul Attanasio
303,Simon Moore (writer)
304,Max Apple
304,Stephen Metcalfe (screenwriter)
311,Kurt Wimmer
312,Al Franken
313,Richard Rich (filmmaker)
314,John Sayles
317,Leo Benvenuti and Steve Rudnick
318,Frank Darabont
319,John Hodge (screenwriter)
320,David Siegel (screenwriter)
320,Scott McGehee
322,George Huang (director)
324,David Stevens (screenwriter)
325,I. Marlene King
325,Roger Kumble
327,Tedi Sarafian
330,Darin Scott
330,Rusty Cundieff
331,Adrian Hodges
331,Michael Hastings (playwright)
334,Andre Gregory
336,Preston A. Whitmore II
337,Peter Hedges
338,Eric Bernt
339,Fredric Lebow

383,Dan Gordon (screenwriter)
383,Lawrence Kasdan
384,Ross Thomas (author)
385,Barry Devlin
386,Danny Rubin
386,Jefery Levy
387,Keenen Ivory Wayans
393,Steven E. de Souza
406,Michael Corrente
409,Barry Michael Cooper
409,Benny Medina
409,Jeff Pollack
410,Paul Rudnick
412,Jay Cocks
412,Martin Scorsese
413,Rich Wilkes
414,Max Apple
415,Jim Kouf
416,Albert S. Ruddy
416,Charles P. Finch
416,Gray Frederickson
416,Ken Friedman
416,Yolande Turner
417,Whit Stillman
419,Lawrence Konner
419,Mark Rosenthal (screenwriter)
420,Steven E. de Souza
421,Caroline Thompson
423,Jay Roach
424,Ron Shelton
426,Dennis Paoli
426,Larry Cohen
426,Nicholas St. John (screenwriter)
426,Stuart Gordon
427,Jennifer Lynch
428,Chazz Palminteri
429,Adam Resnick
429,Chris Elliott
431,David Koepp
432,Babaloo Mandel
432,Billy Crystal
432,Lowell Ganz
433,Robert King (writer)
434,Michael France
434,Sylvester Stallone
435,Bonnie and Terry Turner
435,Dan Aykroyd
435,Tom Davis (comedian)
436,Billy Ray (screenwriter)
436,Matthew Chapman (author)
440,Gary Ross
441,Richard Linklater
442,Daniel Waters (screenwriter)
442,Peter M. Lenkov
444,Gus Van Sant
448,Rafael Yglesias
449,Rusty Cundieff
450,William Mastrosimone
451,Steve Kloves
452,Hugh Leonard
453,Lawrence Konner
453,Mark Rosenthal (screenwriter)
454,David Rabe
454,David Rayfiel
454,Robert Towne
455,Keith A. Walker
456,Boaz Yakin
457,David Twohy
457,Jeb Stuart (writer)
458,John Milius
458,Larry Gross
460,Jim Jennewein
461,Guinevere Turner
461,Rose Troche
464,Chuck Pfarrer
469,Bille August
471,Coen brothers
471,Sam Raimi
472,James L. Brooks
474,Jeff Maguire
476,Paris Qualles
476,Trey Ellis
478,Barry Levinson
479,Lewis Colick
480,David Koepp
480,Michael Crichton
482,Roger Avary
484,Eric Knight
484,Gary Ross
484,Matthew Jacobs
485,David Arnott
485,Shane Black
485,Zak Penn
486,Marc Lawrence (filmmaker)
487,Paul Hogan
488,David Henry Hwang
489,Holly Goldberg Sloan
489,Nadine Schiff
490,Aaron Sorkin
490,Jonas McCord
490,Scott Frank
492,Marshall Brickman
492,Woody Allen
494,Jim Thomas (screenwriter)
494,John Thomas (screenwriter)
497,Kenneth Branagh
501,Mike Leigh
505,Alan Zweibel
505,Andrew Scheinman
506,Sally Potter
507,John Lee Hancock
508,Ron Nyswaner
509,Jane Campion
510,John Singleton
511,Aaron Latham
511,David S. Ward
512,David S. Goyer
512,Ted Elliott (screenwriter)
512,Terry Rossio
513,George Lucas
513,Gloria Katz
513,Willard Huyck
514,Richard LaGravenese
517,Michael Crichton
517,Philip Kaufman
518,Alan Parker
519,Frank Miller
519,Fred Dekker
520,Evan Chandler
520,J.D. Shapiro
520,Mel Brooks
521,Hilary Henkin
522,Geoffrey Wright
523,Victor Nuñez
527,Steven Zaillian
528,Albert Brooks
528,Andrew Bergman
528,Monica Johnson
528,Roger Angell
529,Steven Zaillian
531,Caroline Thompson
532,John Waters
533,David Koepp
534,William Nicholson (writer)
535,Robert Altman
536,Steve Martin
537,John Duigan
538,John Guare
539,David S. Ward
539,Nora Ephron
540,Joe Eszterhas
541,David Peoples
541,Hampton Fancher
542,Peter M. Lenkov
546,Ed Solomon
547,Eric Bernt
548,David Twohy
550,Andrew Fleming
551,Caroline Thompson
551,Tim Burton
552,David Loughery
553,Kevin Jarre
555,Quentin Tarantino
558,David Kirschner
562,Todd Solondz
563,Arlette Langmann
563,Claude Berri
564,Dan Gilroy
567,Pedro Almodóvar
568,Gurinder Chadha
568,Meera Syal
574,David O. Russell
575,Penelope Spheeris
580,John Wells (satirist)
581,Armistead Maupin
581,Jeffrey Friedman (filmmaker)
581,Rob Epstein
581,Vito Russo
587,Bruce Joel Rubin
589,James Cameron
589,William Wisher
590,Michael Blake (author)
592,Sam Hamm
592,Warren Skaaren
593,Ted Tally
594,Earl Hurd
594,Merrill De Maris
594,Ted Sears
595,Brenda Chapman
595,Brian Pimental
595,Burny Mattinson
595,Chris Sanders
595,Joe Ranft
595,Kelly Asbury
595,Linda Woolverton
596,Aurelius Battaglia
596,Erdman Penner
596,Ted Sears
597,J. F. Lawton
599,Sam Peckinpah
599,Walon Green
602,Jean Bach
606,Clive Barker
606,Rand Ravich
608,Coen brothers
609,Chris Hauty
609,Julie Hickson
610,Daniel Goldberg (producer)
610,Len Blum
612,Jason Katims
612,Matt Reeves
613,Franco Zeffirelli
613,Hugh Whitemore
618,David Trueba
618,Fernando Trueba
619,David Mickey Evans
619,Ken Richards
627,Dan Rosen
628,Ann Biderman
628,Steve Shagan
631,Kelly Ward
633,Hal Salwen
635,Billy Bob Thornton
635,Tom Epperson
636,Dennis Cooper
636,George LaVoo
636,Todd Verow
637,Andy Breckman
638,Tim Sullivan (British filmmaker)
639,Suzan-Lori Parks
640,Don Roos
640,Henri-Georges Clouzot
647,Patrick Sheane Duncan
648,David Koepp
648,Robert Towne
648,Steven Zaillian
653,Charles Edward Pogue
653,Patrick Read Johnson
656,David Loucka
661,Jonathan Roberts (writer)
661,Karey Kirkpatrick
662,Christopher Crowe (screenwriter)
663,Bruce McCulloch
663,Kevin McDonald
663,Mark McKinney
663,Norm Hiscock
663,Scott Thompson (comedian)
665,Dušan Kovačević
665,Emir Kusturica
671,Bridget Jones Nelson
671,Jim Mallon
671,Kevin Murphy (actor)
671,Mary Jo Pehl
671,Michael J. Nelson
671,Paul Chaplin
671,Trace Beaulieu
673,Herschel Weingrod
673,Leo Benvenuti and Steve Rudnick
673,Timothy Harris (writer)
674,Brian Degas
674,Jean-Claude Forest
674,Roger Vadim
674,Terry Southern
674,Tudor Gates
678,Billy Bob Thornton
679,Shane Connaughton
685,Randal Kleiser
688,Gene Quintano
688,Jim Kouf
691,Phoef Sutton
694,Alan Ormsby
694,Roy Frumkes
697,Steven Baigelman
703,Stacy Cochran
704,Frank Dux
704,Jean-Claude Van Damme
706,Seth Zvi Rosenfeld
708,Audrey Wells
709,Chris Bailey (animator)
709,Gary Trousdale
709,James Mangold
709,Joe Ranft
709,Kevin Lima
709,Kirk Wise
709,Mike Gabriel
709,Roger Allers
710,Colin Quinn
710,Judd Apatow
711,Ricou Browning
714,Jim Jarmusch
719,Babaloo Mandel
719,Chris Miller (writer)
719,Harold Ramis
719,Lowell Ganz
724,Andrew Fleming
726,Steven Haft
731,Harley Peyton
731,Scott Frank
733,David Weisberg
733,Douglas S. Cook
736,Anne-Marie Martin
736,Michael Crichton
737,Chuck Pfarrer
737,Ilene Chaiken
742,Michael McDowell (author)
742,Tom Holland (filmmaker)
743,ComedySportz
743,Jason Friedberg and Aaron Seltzer
743,Rick Friedberg
747,Brent Forrester
748,David Twohy
759,Freida Lee Mock
761,Jeffrey Boam
762,Andrew Bergman
764,James Mangold
765,Gary Nadeau
765,James DeMonaco
766,Daniel Minahan
766,Mary Harron
773,Djibril Diop Mambéty
775,Bernardino Zapponi
775,Federico Fellini
775,Louis Malle
775,Roger Vadim
778,John Hodge (screenwriter)
779,Winnie Holzman
781,Bernardo Bertolucci
781,Susan Minot
782,Phoef Sutton
783,Bob Tzudiker
783,Irene Mecchi
783,Jonathan Roberts (writer)
783,Noni White
783,Tab Murphy
785,Barry Fanaro
785,Mort Nathan
788,Barry W. Blaustein
788,David Sheffield
788,Steve Oedekerk
788,Tom Shadyac
795,Alexandre Rockwell
795,Sergei Bodrov
798,Leslie Bohem
799,Fran Walsh
799,Peter Jackson
800,John Sayles
801,Douglas Petrie
801,Theresa Rebeck
803,Nicole Holofcener
804,Edward Burns
805,Akiva Goldsman
806,David Mamet
809,Preston A. Whitmore II
810,Paul Michael Glaser
818,Deborah Kaplan
818,Harry Elfont
818,James Berg
818,Stan Zimmerman
828,Steve Barron
830,Robert Harling (writer)
832,Richard Price (writer)
833,David Zucker
833,Pat Proft
836,J. F. Lawton
836,Josh Friedman
837,Nicholas Kazan
837,Robin Swicord
839,David S. Goyer
840,Michael Hitchcock
848,Lee David Zlotoff
849,Debra Hill
849,John Carpenter
849,Kurt Russell
851,John Bowe (author)
851,Julian Schnabel
851,Lech Majewski
851,Michael Holman (filmmaker)
852,Ron Shelton
858,Francis Ford Coppola
858,Mario Puzo
866,The Wachowskis
867,Don Rhymer
869,Robert Altman
879,Amy Holden Jones
879,Rick Jaffa and Amanda Silver
880,Richard Stanley (director)
880,Ron Hutchinson (screenwriter)
881,Tim Kelleher (actor)
882,David Koepp
885,Alvin Sargent
886,Lewis Colick
892,Trevor Nunn
893,Robert B. Weide
897,Dudley Nichols
898,Donald Ogden Stewart
899,Adolph Green
899,Betty Comden
900,Alan Jay Lerner
901,Leonard Gershe
902,George Axelrod
903,Alec Coppel
903,Samuel A. Taylor
904,John Michael Hayes
905,Robert Riskin
906,John L. Balderston
906,John Van Druten
906,Walter Reisch
907,Dorothy Yost
907,George Marion Jr.
908,Ernest Lehman
909,Billy Wilder
909,I. A. L. Diamond
911,Peter Stone (writer)
912,Howard Koch (screenwriter)
912,Julius J. Epstein
912,Philip G. Epstein
913,John Huston
914,Alan Jay Lerner
916,Dalton Trumbo
916,Ian McLellan Hunter
916,John Dighton
917,Ethel Hill
918,Fred F. Finklehoffe
918,Irving Brecher
919,Edgar Allan Woolf
919,Florence Ryerson
919,Noel Langley
920,Sidney Howard
921,Norman Steinberg
923,Herman J. Mankiewicz
923,Orson Welles
924,Arthur C. Clarke
924,Stanley Kubrick
926,Joseph L. Mankiewicz
927,Anita Loos
927,Jane Murfin
928,Joan Harrison (screenwriter)
928,Michael Hogan (screenwriter)
928,Philip MacDonald
928,Robert E. Sherwood
929,Charles Bennett (screenwriter)
929,James Hilton (novelist)
929,Joan Harrison (screenwriter)
929,Robert Benchley
930,Ben Hecht
932,Delmer Daves
932,Donald Ogden Stewart
932,Leo McCarey
932,Mildred Cram
933,John Michael Hayes
934,Albert Hackett
934,Frances Goodrich
936,Billy Wilder
936,Charles Brackett
936,Melchior Lengyel
936,Walter Reisch
937,Billy Wilder
937,I.A.L. Diamond
938,Alan Jay Lerner
940,Norman Reilly Raine
940,Rowland Leigh
940,Seton I. Miller
941,Bess Meredyth
941,Garrett Fort
941,John Taintor Foote942,Elizabeth Reinhardt
942,Jay Dratler
942,Ring Lardner Jr.
942,Samuel Hoffenstein
943,Philip Dunne (writer)
944,Robert Riskin
945,Allan Scott (American screenwriter)
945,Ben Holmes
945,Dwight Taylor (writer)
945,Károly Nóti
945,Ralph Spence (screenwriter)
946,Edwin Justus Mayer
946,Melchior Lengyel
947,Eric S. Hatch
947,Morrie Ryskind
947,Zoë Akins
948,Fred Guiol
948,Ivan Moffat
949,Paul Osborn
951,Charles Lederer
952,James Poe
952,John Farrow
952,S. J. Perelman
953,Albert Hackett
953,Frances Goodrich
953,Frank Capra
954,Myles Connolly
954,Sidney Buchman
955,Hagar Wilde
956,Morrie Ryskind
959,Lester Cohen
961,Hugh Walpole
963,Harry Kurnitz
963,Philip Rapp
965,Charles Bennett (screenwriter)
965,Ian Hay
968,George A. Romero
968,John A. Russo
969,James Agee
969,John Collier (fiction writer)
969,John Huston
969,Peter Viertel
970,John Huston
970,Truman Capote
971,James Poe
971,Richard Brooks
973,Robert Riskin
976,Benjamin Glazer
976,Oliver H.P. Garrett
979,Daniel Mornin
981,Darrell Roodt
982,Daniel Taradash
984,Jon Cryer
984,Richard Schenkman
986,Robert Rodat
988,Allison Anders
990,Larry Ferguson (screenwriter)
991,Neil Jordan
993,Patricia Broderick
996,Walter Hill (director)
998,Kate Lanier
999,John Herzfeld
1003,Tony Gilroy
1005,Kenneth Johnson (filmmaker)
1005,Steven Brill (filmmaker)
1006,Phil Alden Robinson
1006,William Goldman
1010,Bill Walsh (producer)
1010,Don DaGradi
1011,Bill Walsh (producer)
1012,Fred Gipson
1012,William Tunberg (screenwriter)
1013,David Swift (director)
1014,David Swift (director)
1015,Caroline Thompson
1015,Jonathan Roberts (writer)
1015,Linda Woolverton
1016,Bill Walsh (producer)
1016,Lillie Hayward
1017,Lowell S. Hawley
1018,Bill Walsh (producer)
1018,Gordon Gordon
1018,Mildred Gordon (writer)
1020,Michael Goldberg (screenwriter)
1020,Tommy Swerdlow
1021,Holly Goldberg Sloan
1022,Bill Peet
1022,Erdman Penner
1022,Homer Brightman
1022,Ken Anderson (animator)
1022,Ted Sears
1022,Winston Hibler
1023,Larry Clemmons
1023,Ralph Wright
1023,Vance Gerry
1023,Winston Hibler
1024,Bill Peet
1024,Ralph Wright
1024,Roy Williams (artist)
1024,Ted Sears
1025,Bill Peet
1027,John Watson (film producer)
1027,Pen Densham
1028,Bill Walsh (producer)
1028,Don DaGradi
1029,Dick Huemer
1029,Joe Grant
1030,Malcolm Marmorstein
1030,Seton I. Miller
1031,Bill Walsh (producer)
1031,Don DaGradi
1032,Bill Peet
1032,Dick Huemer
1032,Dick Kelsey
1032,Erdman Penner
1032,Joe Grant
1032,Ted Sears
1032,Winston Hibler
1033,Burny Mattinson
1033,Larry Clemmons
1033,Ted Berman
1033,Vance Gerry
1034,Matthew Bright
1035,Ernest Lehman
1036,Jeb Stuart (writer)
1036,Steven E. de Souza
1037,Brett Leonard
1037,Gimel Everett
1040,Christopher Hampton
1041,Mike Leigh
1042,Tom Hanks
1043,David E. Kelley
1046,Jonathan Harvey (playwright)
1049,William Goldman
1050,Al Pacino
1050,William Shakespeare
1051,Steve Buscemi
1054,Reggie Rock Bythewood
1055,Adi Hasak
1056,Hossein Amini
1057,Woody Allen
1060,Jon Favreau
1061,Barry Levinson
1064,Bob Schooley
1064,Mark McCorkle
1066,Allan Scott (American screenwriter)
1066,Ernest Pagano
1066,Lee Loeb
1068,John Paxton
1073,Roald Dahl
1076,John Mortimer
1076,Truman Capote
1076,William Archibald (playwright)
1077,Marshall Brickman
1077,Woody Allen
1079,Charles Crichton
1079,John Cleese
1081,Blake Edwards
1082,Jeremy Larner
1083,Arthur A. Ross
1083,Blake Edwards
1084,David Newman (screenwriter)
1084,Robert Benton
1085,Peter Viertel
1086,Frederick Knott
1088,Eleanor Bergstein
1089,Quentin Tarantino
1090,Oliver Stone
1091,Robert Klane
1092,Joe Eszterhas
1093,Oliver Stone
1093,Randall Jahnson
1094,Neil Jordan
1095,David Mamet
1096,Alan J. Pakula
1097,Melissa Mathison
1099,Hugo Butler
1100,Robert Towne
1100,Tom Cruise
1101,Jack Epps Jr.
1101,Jim Cash
1103,Irving Shulman
1103,Nicholas Ray
1103,Stewart Stern
1104,Elia Kazan
1104,Oscar Saul
1104,Tennessee Williams
1107,Amy Heckerling
1114,Nicholas St. John (screenwriter)
1119,Gary Lennon
1120,Scott Alexander and Larry Karaszewski
1124,Ernest Thompson
1125,Blake Edwards
1125,Frank Waldman
1126,Carlos Davis (screenwriter)
1126,Tony Fingleton
1127,James Cameron
1128,Debra Hill
1128,John Carpenter
1129,John Carpenter
1129,Nick Castle
1131,Claude Berri
1131,Gérard Brach
1131,Marcel Pagnol
1135,Charles Shyer
1135,Harvey Miller (screenwriter)
1135,Nancy Meyers
1136,Eric Idle
1136,Graham Chapman
1136,John Cleese
1136,Michael Palin
1136,Terry Gilliam
1136,Terry Jones
1137,Bruce LaBruce
1137,Rick Castro
1140,John Wells (TV producer)
1162,Peter Barnes (playwright)
1167,Warren Leight
1171,Tim Robbins
1175,Jean-Pierre Jeunet
1175,Marc Caro
1178,Calder Willingham
1178,Jim Thompson (writer)
1178,Stanley Kubrick
1179,Donald E. Westlake
1180,Adrian Dunbar
1180,Peter Chelsom
1183,Anthony Minghella
1184,Enzo Monteleone
1185,Jim Sheridan
1185,Shane Connaughton
1187,John Sayles
1188,Andrew Bovell
1188,Baz Luhrmann
1188,Craig Pearce
1189,Errol Morris
1193,Bo Goldman
1193,Lawrence Hauben
1197,William Goldman
1199,Charles McKeown
1199,Terry Gilliam
1199,Tom Stoppard
1200,David Giler
1200,James Cameron
1200,Walter Hill
1203,Reginald Rose
1204,Michael Wilson (writer)
1204,Robert Bolt
1206,Stanley Kubrick
1207,Horton Foote
1208,Francis Coppola
1208,John Milius
1212,Graham Greene
1213,Martin Scorsese
1213,Nicholas Pileggi
1214,Dan O'Bannon
1214,Ronald Shusett
1215,Ivan Raimi
1215,Sam Raimi
1217,Akira Kurosawa
1217,Hideo Oguni
1219,Joseph Stefano
1220,Dan Aykroyd
1220,John Landis
1222,Gustav Hasford
1222,Michael Herr
1222,Stanley Kubrick
1224,Kenneth Branagh
1225,Peter Shaffer
1227,Enrico Medioli
1227,Franco Arcalli
1227,Franco Ferrini
1227,Leonardo Benvenuti
1227,Piero De Bernardi
1227,Sergio Leone
1228,Mardik Martin
1228,Paul Schrader
1230,Marshall Brickman
1230,Woody Allen
1231,Philip Kaufman
1232,Arkady Strugatsky
1232,Boris Strugatsky
1234,David S. Ward
1236,Hal Hartley
1238,Bill Forsyth
1240,Gale Anne Hurd
1240,James Cameron
1242,Kevin Jarre
1244,Marshall Brickman
1244,Woody Allen
1246,Tom Schulman
1247,Buck Henry
1247,Calder Willingham
1248,Orson Welles
1250,Carl Foreman
1250,Michael Wilson (writer)
1252,Robert Towne
1253,Edmund H. North
1254,John Huston
1255,Peter Jackson
1256,Arthur Sheekman
1256,Bert Kalmar
1256,Harry Ruby
1256,Nat Perrin
1258,Diane Johnson
1258,Stanley Kubrick
1259,Bruce A. Evans
1260,Fritz Lang
1260,Thea von Harbou
1262,James Clavell
1262,W. R. Burnett
1263,Deric Washburn
1263,Louis A. Garfinkle
1263,Michael Cimino
1263,Quinn K. Redeker
1264,Jean Van Hamme
1264,Jean-Jacques Beineix
1265,Danny Rubin
1266,David Webb Peoples
1267,George Axelrod
1268,Allan Moyle
1269,Julius J. Epstein
1269,Philip G. Epstein
1270,Bob Gale
1270,Robert Zemeckis
1271,Carol Sobieski
1271,Fannie Flagg
1272,Edmund H. North
1272,Francis Ford Coppola
1273,Jim Jarmusch
1274,Izo Hashimoto
1274,Katsuhiro Otomo
1275,Gregory Widen
1275,Larry Ferguson (screenwriter)
1276,Donn Pearce
1276,Frank Pierson
1277,Edmond Rostand
1277,Jean-Claude Carrière
1277,Jean-Paul Rappeneau
1278,Gene Wilder
1278,Mel Brooks
1279,Jim Jarmusch
1281,Charlie Chaplin
1282,Dick Huemer
1282,Joe Grant
1283,Carl Foreman
1284,Jules Furthman
1284,Leigh Brackett
1284,William Faulkner
1285,Daniel Waters (screenwriter)
1286,Richard Matheson
1287,Karl Tunberg
1288,Christopher Guest
1288,Harry Shearer
1288,Michael McKean
1288,Rob Reiner
1290,John Hughes (filmmaker)
1291,Jeffrey Boam
1292,Jerzy Kosiński
1293,John Briley
1299,Bruce Robinson
1301,Allen Adler
1301,Cyril Hume
1302,Phil Alden Robinson
1303,Gladys Hill
1303,John Huston
1304,William Goldman
1307,Nora Ephron
1312,Julie Hébert
1321,John Landis
1323,David Ambrose
1325,Christopher DeFaria
1326,Dardano Sacchetti
1326,Tommy Lee Wallace
1327,Sandor Stern
1330,Danilo Bach
1331,Frank De Felitta
1332,Mark Frost
1333,Evan Hunter
1334,Kay Linaker
1335,Jeffrey Bloom
1336,Eric Red
1336,Joyce Taylor
1336,Norman Snider
1337,Philip MacDonald
1337,Val Lewton
1341,Dan Curtis
1341,William F. Nolan
1342,Bernard Rose (director)
1343,Wesley Strick
1344,James R. Webb (writer)
1345,Lawrence D. Cohen
1346,Alan Ormsby
1346,Paul Schrader
1347,Wes Craven
1350,David Seltzer
1353,Richard LaGravenese
1354,Lars von Trier
1355,Ole Bornedal
1355,Steven Soderbergh
1356,Brannon Braga
1356,Rick Berman
1356,Ronald D. Moore
1357,Jan Sardi
1357,Scott Hicks (director)
1358,Billy Bob Thornton
1363,Allan Scott (Scottish screenwriter)
1363,Nat Mauldin
1366,Arthur Miller
1367,John Hughes (filmmaker)
1370,Doug Richardson
1370,Steven E. de Souza
1371,Alan Dean Foster
1371,Harold Livingston
1372,Denny Martin Flinn
1372,Lawrence Konner
1372,Leonard Nimoy
1372,Mark Rosenthal (screenwriter)
1372,Nicholas Meyer
1373,David Loughery
1373,Harve Bennett
1373,William Shatner
1374,Harve Bennett
1374,Jack B. Sowards
1375,Harve Bennett
1376,Harve Bennett
1376,Leonard Nimoy
1376,Nicholas Meyer
1376,Peter Krikes
1376,Steve Meerson
1377,Daniel Waters (screenwriter)
1377,Sam Hamm
1378,John Fusco
1379,John Fusco
1380,Bronte Woodard
1381,Ken Finkleman
1382,Mark Victor
1382,Michael Grais
1387,Carl Gottlieb
1387,Peter Benchley
1388,Carl Gottlieb
1388,Howard Sackler
1389,Carl Gottlieb
1389,Guerdon Trueblood
1389,Richard Matheson
1390,Peter Tolan
1391,Jonathan Gems
1392,Alexander Payne
1392,Jim Taylor (writer)
1395,Barry Levinson
1396,Lawrence Lasker
1396,Phil Alden Robinson
