movieId,value
784,Columbia Pictures
788,Imagine Entertainment
798,Davis Entertainment
799,WingNut Films
800,Castle Rock Entertainment
801,Nickelodeon Movies
801,Ray Stark
803,Film4 Productions
803,Good Machine
803,Pandora Film
803,PolyGram Filmed Entertainment
803,Zenith Productions
805,Regency Enterprises
808,Castle Rock Entertainment
808,Columbia Pictures
818,The Ladd Company
828,CineVox
828,Savoy Pictures
828,The Kushner-Locke Company
829,MTV Entertainment Studios
829,The Geffen Film Company
832,Touchstone Pictures
833,Jerry Zucker
833,TriStar Pictures
835,Rysher Entertainment
837,Jersey Group
837,TriStar Pictures
839,Dimension Films
840,Rysher Entertainment
848,Castle Rock Entertainment
849,Rysher Entertainment
852,Regency Enterprises
866,Dino De Laurentiis
866,Spelling Television
867,Regency Enterprises
869,Ciby 2000
879,BBC Film
879,Leonine Holding
879,Marubeni
879,Mutual Film Company
879,PolyGram Filmed Entertainment
879,Toho
879,Valhalla Motion Pictures
881,Caravan Pictures
881,Roger Birnbaum
881,Walt Disney Pictures
882,Amblin Entertainment
885,Regency Enterprises
886,Brillstein Entertainment Partners
892,BBC Films
892,Fine Line Features
892,Summit Entertainment
893,New Line Cinema
897,Paramount Pictures
898,Metro-Goldwyn-Mayer
899,Metro-Goldwyn-Mayer
900,Metro-Goldwyn-Mayer
906,Metro-Goldwyn-Mayer
907,RKO Radio Pictures
908,Metro-Goldwyn-Mayer
909,The Mirisch Company
910,Mirisch Company
911,Stanley Donen
912,Warner Bros. Pictures
913,Warner Bros.
914,Warner Bros. Pictures
918,Metro-Goldwyn-Mayer
919,Metro-Goldwyn-Mayer
921,Brooksfilms
921,Metro-Goldwyn-Mayer
923,Mercury Theatre
923,RKO Radio Pictures
924,Hawk Films
926,20th Century Fox
927,Metro-Goldwyn-Mayer
928,Selznick International Pictures
929,Walter Wanger Productions
930,RKO Radio Pictures
930,Vanguard Films
931,Selznick International Pictures
931,Vanguard Films
934,Metro-Goldwyn-Mayer
935,Metro-Goldwyn-Mayer
937,Monogram Pictures
940,Warner Bros. Pictures944,Columbia Pictures
945,RKO Pictures
947,Universal Pictures
949,Warner Bros. Pictures
951,Columbia Pictures
953,Liberty Films
954,Columbia Pictures
955,RKO Radio Pictures
956,Columbia Pictures
959,RKO Radio Pictures
961,Selznick International Pictures
963,Warner Bros. Pictures
965,Gaumont British
969,Horizon Pictures
969,John and James Woolf
970,John and James Woolf
970,Santana Productions
976,Paramount Pictures
981,Cube Vision Productions
984,Lionsgate Films
986,Columbia Pictures
991,The Geffen Film Company
991,Warner Bros.
999,Rysher Entertainment
1003,Castle Rock Entertainment
1003,Columbia Pictures
1004,Seagal/Nasso Productions
1005,Walt Disney Pictures
1006,Davis Entertainment
1006,Imagine Entertainment
1007,Walt Disney Pictures
1009,Walt Disney Pictures
1010,Walt Disney Pictures
1011,Walt Disney Pictures
1012,Walt Disney Pictures
1013,Walt Disney Pictures
1014,Walt Disney Pictures
1015,Walt Disney Pictures
1016,Walt Disney Pictures
1017,Walt Disney Pictures
1018,Walt Disney Pictures
1020,Walt Disney Pictures
1021,Caravan Pictures
1021,Walt Disney Pictures
1022,Walt Disney Animation Studios
1023,Walt Disney Animation Studios
1024,Walt Disney Animation Studios
1025,Walt Disney Animation Studios
1027,Morgan Creek Productions
1028,Walt Disney Pictures
1029,Walt Disney Animation Studios
1030,Walt Disney Pictures
1031,Walt Disney Pictures
1032,Walt Disney Animation Studios
1033,Walt Disney Animation Studios
1034,The Kushner-Locke Company
1037,Rockstar San Diego
1040,Capitol Films
1040,Fox Searchlight Pictures
1041,Ciby 2000
1041,Film4 Productions
1041,Thin Man Films
1042,Playtone
1043,Rastar
1046,Channel Four Films
1050,Fox Searchlight Pictures
1051,Live Entertainment
1053,Spelling Television
1055,Cinergi Pictures
1055,Hollywood Pictures
1056,BBC Films
1056,Gramercy Pictures
1056,PolyGram Filmed Entertainment
1056,Revolution Films
1064,DisneyToon Studios
1064,Walt Disney Television Animation
1066,RKO Radio Pictures
1068,RKO Radio Pictures
1076,20th Century Fox
1079,Metro-Goldwyn-Mayer
1080,HandMade Films
1080,Python (Monty) Pictures
1081,Metro-Goldwyn-Mayer
1081,Pinewood Studios
1084,Warner Bros. Pictures
1089,Artisan Entertainment
1090,Hemdale Film Corporation
1091,Gladden Entertainment
1092,Carolco Pictures
1092,StudioCanal
1093,Bill Graham (promoter)
1093,Carolco Pictures
1093,Imagine Entertainment
1093,StudioCanal
1096,ITC Entertainment
1097,Amblin Entertainment
1099,Metro-Goldwyn-Mayer
1100,Don Simpson
1100,Jerry Bruckheimer
1101,Don Simpson
1103,Warner Bros.
1107,Columbia Pictures
1112,The Samuel Goldwyn Company
1119,Bertelsmann Music Group
1119,Northern Lights Entertainment
1120,Columbia Pictures
1120,Phoenix Pictures
1124,ITC Entertainment
1125,ITC Entertainment
1125,The Mirisch Company
1126,PolyGram Filmed Entertainment
1126,Working Title Films
1127,20th Century Fox
1129,Embassy Pictures
1129,Goldcrest Films
1147,PolyGram Filmed Entertainment
1167,Rysher Entertainment
1175,UGC (cinema operator)
1178,Bryna Productions
1179,Cineplex Odeon Films
1180,Film Four International
1185,ITV Granada
1185,RTÉ
1189,American Playhouse
1191,Propaganda Films
1193,Saul Zaentz
1197,Act III Communications
1204,Horizon Pictures
1206,Hawk Films
1208,Omni Zoetrope
1212,London Films
1215,Dino De Laurentiis
1215,Introvision International
1215,Renaissance Pictures
1220,Universal Pictures
1224,BBC Film
1225,Saul Zaentz
1227,Producers Sales Organization
1227,Regency Enterprises
1227,The Ladd Company
1230,Charles H. Joffe
1231,The Ladd Company
1232,Mosfilm
1238,Goldcrest Films
1242,Freddie Fields
1248,Universal-International
1250,Horizon Pictures
1253,20th Century Fox
1254,Warner Bros. Pictures
1258,Hawk Films
1258,Peregrine Productions
1259,Act III Communications
1260,Nero-Film
1262,The Mirisch Company
1263,EMI Films
1266,Malpaso Productions
1274,TMS Entertainment
1275,EMI Films
1281,Charlie Chaplin
1282,Walt Disney Animation Studios
1284,Warner Bros.
1286,Rastar
1287,Metro-Goldwyn-Mayer
1290,Hughes Entertainment
1291,Lucasfilm Ltd.
1291,Paramount Pictures
1292,Lorimar Productions
1297,John Hughes (filmmaker)
1299,Enigma Productions
1299,Goldcrest Films
1301,Metro-Goldwyn-Mayer
1304,Paul Newman
1307,Castle Rock Entertainment
1307,Nelson Entertainment
1321,Peter Guber
1321,PolyGram Filmed Entertainment
1326,Estudios Churubusco
1331,United Artists
1337,RKO Radio Pictures
1341,Alberto Grimaldi
1342,PolyGram Filmed Entertainment
1342,Propaganda Films
1343,Amblin Entertainment
1343,Sikelia Productions
1343,TriBeCa Productions
1346,RKO Pictures
1350,Mace Neufeld Productions
1352,Motion Picture Corporation of America
1353,TriStar Pictures
1354,Zentropa
1357,Australian Film Finance Corporation
1357,BBC Films
1357,Film Victoria
1357,South Australian Film Corporation
1358,TSG Pictures
1359,1492 Pictures
1359,20th Century Fox Animation
1367,Great Oaks Entertainment
1367,Walt Disney Pictures
1370,Silver Pictures
1371,Paramount Pictures
1374,Paramount Pictures
1376,Paramount Pictures
1378,Morgan Creek Productions
1379,Morgan Creek Productions
1380,Allan Carr
1380,Paramount Pictures
1380,Polydor Records
1380,RSO Records
1381,Paramount Pictures
1382,Steamroller Productions
1387,Universal Pictures
1387,Zanuck/Brown Company
1388,Universal Pictures
1388,Zanuck/Brown Company
1389,Alan Landsburg Productions
1389,MCA Inc.
1389,Universal Pictures
1391,Tim Burton Productions
1396,Universal Studios
1399,Scott Rudin Productions
1399,Tribeca Productions
1401,Castle Rock Entertainment
1401,Columbia Pictures
1408,Morgan Creek Productions
1409,John Hughes (filmmaker)
1409,Turner Entertainment
1411,Castle Rock Entertainment
1411,Columbia Pictures
1412,Castle Rock Entertainment
1413,Cineville
1413,Sony Pictures Classics
1414,Scott Rudin
1417,PolyGram Filmed Entertainment
1422,Regency Enterprises
1423,BBS Productions
1425,Jersey Films
1426,Rysher Entertainment
1427,Metro-Goldwyn-Mayer
1427,Rysher Entertainment
1432,Buena Vista (brand)
1432,Caravan Pictures
1432,Touchstone Pictures
1438,Valhalla Entertainment
1439,Largo Entertainment
1442,Hollywood Pictures
1447,Interscope Communications
1447,PolyGram Filmed Entertainment
1449,Castle Rock Entertainment
1453,Paramount Pictures
1454,Castle Rock Entertainment
1456,The Bubble Factory
1456,TriStar Pictures
1458,United Artists
1459,Castle Rock Entertainment
1459,Columbia Pictures
1459,Malpaso Productions
1460,Robert Simonds
1460,Walt Disney Pictures
1464,Ciby 2000
1475,Film4 Productions
1475,Mirabai Films
1475,Pandora Film
1475,Pony Canyon
1476,Rysher Entertainment
1479,Rysher Entertainment
1480,Bavaria Film
1480,Constantin Film
1480,Danish Film Institute
1480,Nordisk Film
1485,Imagine Entertainment
1487,Q-Productions
1496,Icon Productions
1498,Fox 2000 Pictures
1498,Imagine Entertainment
1499,Columbia Pictures
1500,Caravan Pictures
1500,Hollywood Pictures
1500,Roger Birnbaum
1513,Touchstone Pictures
1515,Original Film
1515,The Donners' Company
1518,Dino De Laurentiis
1519,New Zealand Film Commission
1519,Village Roadshow Pictures
1526,Ivan Reitman
1526,Silver Pictures
1527,Gaumont Film Company
1541,Miramax Films
1542,Film4 Productions
1542,Miramax Films
1547,Utopia Pictures
1549,Recorded Picture Company
1562,Warner Bros. Pictures
1565,New Line Cinema
1569,Jerry Zucker (film director)
1569,TriStar Pictures
1581,Davis Entertainment
1582,Morgan Creek Productions
1583,The Bubble Factory
1586,Caravan Pictures
1586,Hollywood Pictures
1586,Largo Entertainment
1586,Roger Birnbaum
1586,Scott Free Productions
1588,Walt Disney Pictures
1592,Robert Vince
1592,Walt Disney Pictures
1594,Alliance Atlantis
1596,Thin Man Films
1597,Silver Pictures
1597,The Donners' Company
1598,Mandalay Entertainment
1598,TriStar Pictures
1601,United Artists
1603,Dimension Films
1604,New Line Cinema
1605,Columbia Pictures
1608,Beacon Pictures
1608,Columbia Pictures
1614,Spelling Entertainment
1619,Mandalay Entertainment
1619,TriStar Pictures
1620,Rysher Entertainment
1623,Pierre David (film producer)
1624,Beacon Pictures
1624,Propaganda Films
1624,Touchstone Pictures
1625,Propaganda Films
1626,Seagal/Nasso Productions
1627,Phoenix Pictures
1627,TriStar Pictures
1633,Motion Picture Corporation of America
1639,View Askew Productions
1641,Film4 Productions
1644,Mandalay Entertainment
1645,Regency Enterprises
1647,Beacon Pictures
1647,Touchstone Pictures
1653,Columbia Pictures
1653,Danny Devito
1654,Icon Productions
1655,Dimension Films
1656,Phoenix Pictures
1656,TriStar Pictures
1659,United Artists
1660,Caldecot Chubb
1660,Nick Wechsler (producer)
1661,Valhalla Entertainment
1662,Orion Pictures
1663,Columbia Pictures
1665,Tiger Aspect Productions
1665,Working Title Films
1667,Arnold Kopelson
1670,Film4 Productions
1675,Morgan Creek Productions
1676,Touchstone Pictures
1676,TriStar Pictures
1677,Artisan Entertainment
1677,Village Roadshow Pictures
1678,Hollywood Pictures
1679,Trimark Pictures
1681,New Line Cinema
1682,Scott Rudin Productions
1686,Metro-Goldwyn-Mayer
1687,John Hughes (filmmaker)
1687,Mutual Film Company
1688,20th Century Fox Animation
1688,Fox Animation Studios
1689,Regency Enterprises
1693,DreamWorks Pictures
1693,HBO Films
1694,Robert Duvall
1696,Channel Four Films
1699,The Geffen Film Company
1701,Jean Doumanian
1702,Walt Disney Pictures
1703,The Bubble Factory
1707,20th Century Animation
1707,Hughes Entertainment
1711,Malpaso Productions
1711,Silver Pictures
1713,DreamWorks Pictures
1721,20th Century Fox
1721,Lightstorm Entertainment
1721,Paramount Pictures
1722,Eon Productions
1722,United Artists
1727,Touchstone Pictures
1729,A Band Apart
1730,Sikelia Productions
1730,Touchstone Pictures
1731,United Productions of America
1731,Walt Disney Pictures
1732,Working Title Films
1735,Art Linson
1746,Dimension Films
1746,Mandeville Films
1747,TriBeCa Productions
1752,BBC Film
1752,Leonine Holding
1752,Marubeni
1752,Mutual Film Company
1752,Nordisk Film
1752,PolyGram Filmed Entertainment
1752,Toho
1752,UGC (cinema operator)
1754,Atlas Entertainment
1754,Turner Pictures
1762,Cinergi Pictures
1762,Hollywood Pictures
1777,Brillstein-Grey Entertainment
1779,Baltimore Pictures
1783,Castle Rock Entertainment
1783,Columbia Pictures
1784,Gracie Films
1784,TriStar Pictures
1792,Arnold Kopelson
1794,BBC Films
1794,Lions Gate Films
1794,Telefilm Canada
1794,The British Screen Advisory Council
1798,TriStar Pictures
1801,United Artists
1806,Mutual Film Company
1810,Mutual Film Company
1821,20th Century Fox
1824,Lakeshore Entertainment
1824,TriStar Pictures
1825,Cube Vision Productions
1826,Lyons Partnership
1826,Lyrick Studios
1827,BBC
1827,Dog Eat Dog Films
1831,New Line Cinema
1833,Imagine Entertainment
1835,Atlas Entertainment
1835,Regency Enterprises
1836,Castle Rock Entertainment
1839,Castle Rock Entertainment
1839,Columbia Pictures
1840,40 Acres and a Mule Filmworks
1840,Touchstone Pictures
1841,Island Records
1848,Working Title Films
1855,Touchstone Pictures
1857,Lakeshore Entertainment
1863,Morgan Creek Entertainment
1866,TriStar Pictures
1867,Village Roadshow Pictures
1875,Goldcrest Films
1876,David Brown (producer)
1876,DreamWorks Pictures
1876,Paramount Pictures
1876,The Zanuck Company
1881,Warner Bros. Pictures
1882,Centropolis Entertainment
1882,Robert N. Fried
1884,Rhino Entertainment
1884,Summit Entertainment
1887,Turner Pictures
1888,Fortis Films
1892,Arnold Kopelson
1897,Antidote Films
1907,Walt Disney Animation Studios
1907,Walt Disney Pictures
1910,Artisan Entertainment
1910,BBC Films
1910,Bord Scannán na hÉireann
1910,Raidió Teilifís Éireann
1912,Danny DeVito
1913,Australian Film Commission
1913,British Empire Films
1913,Hal and Jim McElroy
1913,South Australian Film Corporation
1914,ShadowCatcher Entertainment
1917,Jerry Bruckheimer Films
1917,Touchstone Pictures
1917,Valhalla Entertainment
1918,Silver Pictures
1920,Amblin Entertainment
1920,DreamWorks Pictures
1920,Universal Pictures
1927,Universal Studios
1928,RKO Radio Pictures
1929,Metro-Goldwyn-Mayer
1932,Metro-Goldwyn-Mayer
1934,Columbia Pictures
1936,Metro-Goldwyn-Mayer
1938,Paramount Pictures
1939,Samuel Goldwyn Productions
1941,Two Cities Films
1942,Columbia Pictures
1944,Columbia Pictures
1945,Horizon Pictures
1946,Hecht-Lancaster Productions
1947,Seven Arts Productions
1947,The Mirisch Company
1948,Woodfall Film Productions
1950,The Mirisch Corporation
1951,Romulus Films
1956,"Wildwood Enterprises, Inc"
1959,Mirage Enterprises
1960,Hemdale Film Corporation
1960,Recorded Picture Company
1961,United Artists
1962,The Zanuck Company
1963,ABC Pictures
1968,A&M Films
1968,Channel Productions
1969,Heron Communications
1969,New Line Cinema
1970,Heron Communications
1970,New Line Cinema
1971,Heron Communications
1971,New Line Cinema
1972,Heron Communications
1972,New Line Cinema
1983,Dino De Laurentiis Corporation
1984,Dino De Laurentiis
1985,Compass International Pictures
1991,United Artists
1993,Universal Pictures
1994,Amblin Entertainment
1994,Metro-Goldwyn-Mayer
1995,Freddie Fields
1995,Metro-Goldwyn-Mayer
1996,Metro-Goldwyn-Mayer
1999,Morgan Creek Productions
2000,Silver Pictures
2001,Silver Pictures
2002,Silver Pictures
2003,Amblin Entertainment
2003,Warner Bros. Pictures
2004,Amblin Entertainment
2005,Amblin Entertainment
2007,Fox Searchlight Pictures
2007,Lakeshore Entertainment
2010,UFA GmbH
2016,Walt Disney Pictures
2017,Walt Disney Animation Studios
2018,Walt Disney Animation Studios
2021,Dino De Laurentiis
2022,Cineplex Odeon Films
2024,New Line Cinema
2025,Pathé
2026,Beacon Pictures
2026,Metro-Goldwyn-Mayer
2026,Village Roadshow Pictures
2028,Amblin Entertainment
2028,DreamWorks Pictures
2028,Mutual Film Company
2028,Paramount Pictures
2032,Walt Disney
2033,Silver Screen Partners II
2033,Walt Disney Pictures
2033,Walt Disney Productions
2034,Walt Disney Pictures
2035,Walt Disney Pictures
2036,Walt Disney Pictures
2037,Walt Disney Pictures
2038,Walt Disney Pictures
2040,Walt Disney Pictures
2041,Walt Disney Pictures
2042,Walt Disney Pictures
2043,Walt Disney Pictures
2044,Walt Disney Pictures
2046,Producers Sales Organization
2046,Walt Disney Pictures
2048,Silver Screen Partners II
2048,Walt Disney Feature Animation
2048,Walt Disney Pictures
2050,Walt Disney Pictures
2051,Walt Disney Pictures
2052,Walt Disney Pictures
2055,Walt Disney Pictures
2056,Walt Disney Pictures
2058,Mandeville Films
2058,Regency Enterprises
2059,Walt Disney Pictures
2060,Universal Pictures
2064,Dog Eat Dog Films
2066,RKO Radio Pictures
2067,Metro-Goldwyn-Mayer
2070,EMI Films
2073,Amblin Entertainment
2077,Silver Screen Partners II
2077,Walt Disney Pictures
2078,Walt Disney Animation Studios
2080,Walt Disney Animation Studios
2081,Silver Screen Partners
2081,Walt Disney Animation Studios
2081,Walt Disney Pictures
2082,Jordan Kerner
2082,Touchwood Pacific Partners
2082,Walt Disney Pictures
2084,Touchwood Pacific Partners
2084,Walt Disney Pictures
2087,Walt Disney Animation Studios
2088,King Features
